design_name,predicted_final_qor,true_final_qor,mape,true_qor_step_1,pred_qor_step_1,true_qor_step_2,pred_qor_step_2,true_qor_step_3,pred_qor_step_3,true_qor_step_4,pred_qor_step_4,true_qor_step_5,pred_qor_step_5,true_qor_step_6,pred_qor_step_6,true_qor_step_7,pred_qor_step_7,true_qor_step_8,pred_qor_step_8,true_qor_step_9,pred_qor_step_9,true_qor_step_10,pred_qor_step_10,true_qor_step_11,pred_qor_step_11,true_qor_step_12,pred_qor_step_12,true_qor_step_13,pred_qor_step_13,true_qor_step_14,pred_qor_step_14,true_qor_step_15,pred_qor_step_15,true_qor_step_16,pred_qor_step_16,true_qor_step_17,pred_qor_step_17,true_qor_step_18,pred_qor_step_18
aes_secworks_orig.bench,31.620674,33.0,4.179775342345238,41.0,37.741352,38.0,36.36452,38.0,35.72661,35.0,33.764034,35.0,33.298626,35.0,33.349106,35.0,33.9592,35.0,33.723515,35.0,33.25831,35.0,33.48821,35.0,33.841175,35.0,33.206627,35.0,33.20942,35.0,33.396236,35.0,33.466164,33.0,32.319626,41.0,41.25248,33.0,31.620674
tv80_orig.bench,49.117794,51.0,3.690600022673607,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.80799,52.0,50.56932,52.0,50.62622,52.0,50.742218,52.0,50.56642,52.0,50.81359,52.0,50.359272,52.0,50.47013,52.0,50.327194,52.0,50.572517,52.0,50.64229,52.0,50.412155,52.0,50.439857,51.0,49.117794
aes_secworks_orig.bench,31.32055,35.0,10.512711852788925,38.0,37.065315,35.0,33.80431,35.0,33.85965,35.0,33.94055,35.0,34.00741,35.0,33.88716,35.0,33.37707,35.0,33.624302,35.0,34.21502,35.0,32.789608,35.0,33.12973,35.0,33.04253,35.0,32.55549,35.0,34.603592,35.0,34.12365,35.0,33.92141,44.0,42.566612,35.0,31.32055
max_orig.bench,188.56729,193.0,2.2967401891946793,287.0,293.81958,287.0,293.03537,287.0,293.75974,287.0,293.18896,287.0,292.42883,287.0,291.6674,287.0,292.47018,287.0,291.84775,287.0,292.56122,287.0,293.01105,306.0,309.356,208.0,206.45209,208.0,206.3351,208.0,205.34601,201.0,199.98532,201.0,200.19366,201.0,198.01154,193.0,188.56729
max_orig.bench,176.7669,186.0,4.964028671383858,287.0,291.39456,287.0,289.65982,287.0,289.4465,287.0,290.80417,243.0,230.87354,243.0,229.32881,243.0,226.9495,206.0,201.8486,206.0,200.50739,206.0,200.5137,206.0,198.32213,201.0,194.73865,201.0,194.65778,201.0,193.06815,194.0,188.94775,194.0,189.04767,194.0,187.7203,186.0,176.7669
aes_secworks_orig.bench,32.023453,35.0,8.504420518875122,41.0,37.77684,39.0,36.235752,39.0,36.754456,37.0,36.039482,37.0,35.023052,37.0,35.01174,37.0,34.46267,37.0,34.21964,37.0,34.54416,37.0,34.237286,37.0,34.508118,36.0,33.395782,36.0,34.34718,36.0,33.983093,40.0,38.0633,40.0,37.045883,40.0,36.898514,35.0,32.023453
tv80_orig.bench,50.16674,52.0,3.525499254465103,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075294,52.0,50.456875,52.0,50.581528,52.0,50.44233,52.0,50.63872,52.0,50.39675,52.0,50.380627,52.0,50.27318,52.0,50.3635,52.0,50.220276,52.0,50.425365,52.0,50.599686,52.0,50.195705,52.0,50.087326,52.0,50.16674
aes_secworks_orig.bench,31.883583,34.0,6.224755570292473,41.0,37.77684,37.0,35.789825,37.0,35.580933,37.0,34.85565,37.0,34.25943,37.0,34.035114,36.0,33.925873,36.0,33.73932,36.0,34.044155,36.0,34.269024,36.0,33.585308,36.0,34.25965,36.0,33.467915,36.0,34.61908,41.0,40.211655,41.0,37.977474,45.0,45.08566,34.0,31.883583
tv80_orig.bench,56.361755,57.0,1.1197274550795555,53.0,52.919945,53.0,52.62816,53.0,52.45847,53.0,52.056072,53.0,51.792847,53.0,52.328342,54.0,53.355732,54.0,52.509758,54.0,53.568623,54.0,52.98233,64.0,63.427338,64.0,63.23769,64.0,63.10218,66.0,66.298355,66.0,65.0739,66.0,63.783066,69.0,65.8421,57.0,56.361755
max_orig.bench,159.85718,165.0,3.116861917078495,287.0,289.25253,234.0,230.17673,234.0,229.23633,234.0,227.75359,227.0,223.11533,227.0,223.4534,227.0,223.84892,194.0,192.23737,194.0,193.22166,194.0,191.72717,194.0,191.49176,179.0,179.57166,179.0,183.05666,176.0,177.40472,175.0,175.73112,175.0,176.2829,175.0,175.34581,165.0,159.85718
tv80_orig.bench,47.91188,51.0,6.055136397480965,53.0,50.045403,53.0,51.979584,53.0,51.948433,53.0,51.798298,53.0,51.877953,53.0,51.645355,53.0,51.703773,53.0,51.440002,53.0,51.882973,53.0,51.842224,53.0,51.151703,53.0,51.025105,53.0,51.05179,53.0,51.032166,53.0,51.2082,53.0,50.819336,53.0,51.51236,51.0,47.91188
aes_secworks_orig.bench,32.794937,33.0,0.6214026361703873,38.0,35.959606,37.0,36.01183,37.0,35.550163,37.0,35.820946,37.0,35.60749,37.0,35.238422,37.0,34.774326,37.0,34.695744,37.0,34.6631,35.0,33.354958,35.0,33.716343,35.0,34.088505,35.0,33.966164,35.0,34.59698,40.0,39.932842,40.0,39.089497,45.0,44.176266,33.0,32.794937
aes_secworks_orig.bench,31.346478,33.0,5.010674148797989,41.0,37.77684,39.0,36.235752,39.0,36.754456,37.0,36.039482,37.0,35.023052,37.0,34.713585,37.0,34.574505,37.0,34.935707,37.0,34.745167,37.0,34.467148,37.0,34.69404,36.0,33.303284,36.0,35.189117,36.0,34.001244,40.0,39.092983,40.0,38.54991,46.0,44.16359,33.0,31.346478
tv80_orig.bench,55.106293,56.0,1.5959057956933975,53.0,52.486443,53.0,51.736904,53.0,52.047573,53.0,52.214294,53.0,51.820522,53.0,51.698074,53.0,51.970978,53.0,52.629448,53.0,51.985832,53.0,52.135414,65.0,62.513092,65.0,63.10797,65.0,63.03967,65.0,61.72255,66.0,61.62646,66.0,62.241302,66.0,64.918434,56.0,55.106293
aes_secworks_orig.bench,31.627329,35.0,9.636203199625015,38.0,35.959606,38.0,35.845036,35.0,34.410103,35.0,34.93387,35.0,34.298927,35.0,33.750782,35.0,33.7996,35.0,33.934116,35.0,33.870785,35.0,33.88826,35.0,33.429615,35.0,33.4382,35.0,33.433693,35.0,33.715637,35.0,33.80706,35.0,34.200317,44.0,41.430912,35.0,31.627329
max_orig.bench,161.22064,161.0,0.13704478042200208,287.0,291.39456,234.0,229.53314,234.0,227.19406,234.0,227.71878,227.0,223.3977,227.0,224.72287,227.0,223.98926,194.0,193.73611,194.0,193.76802,194.0,192.29816,194.0,192.45135,185.0,184.77017,185.0,185.2801,185.0,183.46632,177.0,178.32388,177.0,178.39516,177.0,176.39886,161.0,161.22064
max_orig.bench,158.19861,159.0,0.5040198564529419,234.0,227.53616,234.0,226.50104,234.0,228.63878,234.0,229.20735,227.0,222.36365,227.0,222.63728,221.0,218.98523,192.0,188.06857,192.0,188.64499,192.0,187.70036,192.0,187.75497,182.0,178.32944,182.0,179.01584,182.0,177.34978,173.0,172.15967,173.0,173.85991,173.0,171.44235,159.0,158.19861
tv80_orig.bench,55.464798,56.0,0.9557179175317287,53.0,52.486443,53.0,51.736904,53.0,52.047577,53.0,51.876774,53.0,50.305515,53.0,52.18993,53.0,52.42448,53.0,53.19768,53.0,52.600197,53.0,51.68868,62.0,62.30944,62.0,60.892265,62.0,61.525543,62.0,60.332703,64.0,61.088142,64.0,61.9318,66.0,64.86967,56.0,55.464798
max_orig.bench,191.47997,193.0,0.7875828072428703,287.0,293.88568,234.0,230.46516,234.0,229.57875,234.0,228.74092,234.0,229.01505,234.0,228.77374,234.0,227.24532,202.0,197.19797,202.0,198.08186,202.0,196.45776,292.0,297.55356,292.0,294.63562,292.0,292.30197,292.0,294.46262,243.0,231.2655,243.0,238.6482,237.0,232.67444,193.0,191.47997
aes_secworks_orig.bench,32.02749,33.0,2.9470039531588554,38.0,37.065315,35.0,33.80431,35.0,33.85965,35.0,33.94055,35.0,33.125557,35.0,33.3819,35.0,33.348186,35.0,33.417595,35.0,33.5923,35.0,33.707886,35.0,33.902443,35.0,32.83654,35.0,33.254547,35.0,33.732292,35.0,33.857597,35.0,33.60918,35.0,33.52118,33.0,32.02749
max_orig.bench,159.44772,165.0,3.365015983581543,234.0,227.53616,234.0,228.5321,234.0,226.78748,234.0,227.31274,227.0,222.3399,227.0,224.02475,221.0,219.38872,192.0,188.87411,192.0,189.3622,192.0,188.29987,192.0,188.04074,182.0,178.77637,182.0,178.55261,182.0,177.12448,173.0,172.63914,165.0,160.51714,165.0,169.7758,165.0,159.44772
aes_secworks_orig.bench,31.416498,33.0,4.798490181565285,38.0,37.065315,35.0,33.80431,35.0,33.85965,35.0,33.94055,35.0,33.125557,35.0,33.56167,35.0,33.32486,35.0,33.205162,35.0,33.100075,35.0,33.631226,35.0,33.082016,35.0,32.88398,35.0,33.280205,35.0,33.662975,35.0,33.741295,35.0,33.948193,43.0,42.311687,33.0,31.416498
tv80_orig.bench,48.07711,49.0,1.8834484741091728,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.822403,52.0,50.62287,52.0,50.402084,52.0,50.702057,52.0,50.535027,52.0,50.643974,52.0,50.351532,52.0,50.495087,52.0,50.459785,52.0,50.45288,52.0,50.74417,52.0,50.34749,52.0,50.39132,49.0,48.07711
max_orig.bench,172.16486,173.0,0.48274220898747444,234.0,227.53616,234.0,228.8334,234.0,227.65979,234.0,229.49365,227.0,223.49571,227.0,226.39543,221.0,220.69449,192.0,188.59105,192.0,189.63806,192.0,187.5715,192.0,188.1762,182.0,177.69328,182.0,179.00993,182.0,177.3944,173.0,172.50198,173.0,173.77713,173.0,169.29999,173.0,172.16486
aes_secworks_orig.bench,32.14299,34.0,5.461793765425682,36.0,36.414062,36.0,36.219063,36.0,35.978783,36.0,35.85099,36.0,35.384125,36.0,35.14538,36.0,34.46746,36.0,35.035843,36.0,35.03373,36.0,34.320576,36.0,34.462265,34.0,32.855206,34.0,34.01512,34.0,33.81568,38.0,38.22544,38.0,36.986668,44.0,43.61686,34.0,32.14299
aes_secworks_orig.bench,31.986658,33.0,3.0707329511642456,38.0,37.065315,35.0,33.80431,35.0,33.85965,35.0,33.94055,35.0,33.125557,35.0,33.714382,35.0,33.265926,35.0,33.14608,35.0,33.111458,35.0,33.71829,35.0,33.045654,35.0,32.875587,35.0,33.283203,35.0,33.60222,35.0,33.645355,35.0,33.93125,35.0,33.870483,33.0,31.986658
max_orig.bench,158.99567,171.0,7.020077854394913,234.0,227.53616,234.0,228.53209,234.0,227.96582,234.0,229.23358,227.0,222.81102,227.0,226.16667,221.0,219.96811,192.0,189.12439,192.0,189.68665,192.0,188.5664,192.0,188.47356,182.0,178.88629,182.0,178.8106,182.0,176.62921,178.0,173.21465,178.0,174.24222,178.0,170.58534,171.0,158.99567
max_orig.bench,192.07828,196.0,2.0008787512779236,287.0,289.22708,287.0,290.4097,287.0,290.24503,287.0,289.8664,287.0,289.93866,287.0,289.92493,287.0,290.1912,287.0,288.41034,287.0,287.5654,287.0,290.17014,306.0,308.9365,208.0,206.09793,208.0,206.46507,208.0,204.15692,202.0,200.77919,202.0,200.511,202.0,199.47125,196.0,192.07828
max_orig.bench,162.35739,168.0,3.3586956560611725,287.0,289.53598,234.0,230.507,234.0,229.79121,234.0,230.02917,234.0,226.49677,234.0,228.51523,234.0,226.75763,201.0,192.71112,201.0,193.6659,201.0,192.81845,293.0,294.94632,187.0,186.47438,187.0,186.76144,187.0,185.3175,179.0,179.18707,179.0,179.73334,179.0,179.78845,168.0,162.35739
aes_secworks_orig.bench,31.339062,35.0,10.459823906421661,38.0,37.159454,35.0,33.732563,35.0,34.4617,35.0,33.553864,35.0,32.818756,35.0,33.2747,35.0,33.708694,35.0,33.567577,35.0,33.48298,35.0,33.42598,35.0,33.3766,35.0,32.53624,35.0,32.966732,35.0,33.32806,35.0,33.83216,35.0,32.916687,44.0,42.943558,35.0,31.339062
max_orig.bench,176.85364,186.0,4.91739921271801,287.0,292.1749,287.0,292.18997,287.0,292.00784,287.0,288.7698,243.0,230.93694,243.0,230.93208,243.0,228.77048,206.0,200.82568,206.0,200.40146,206.0,199.81674,206.0,198.03476,201.0,194.67943,201.0,194.76807,201.0,192.85025,194.0,189.25516,194.0,188.89297,194.0,188.28693,186.0,176.85364
aes_secworks_orig.bench,31.393375,33.0,4.868559539318085,38.0,36.51134,35.0,33.81618,35.0,34.845966,35.0,33.725105,35.0,33.07439,35.0,33.02849,35.0,33.882484,35.0,33.16701,35.0,33.94924,35.0,33.420967,35.0,33.383217,35.0,33.583035,35.0,33.58776,35.0,33.16079,35.0,33.486137,35.0,33.245617,43.0,42.16884,33.0,31.393375
aes_secworks_orig.bench,31.673243,33.0,4.020477086305618,38.0,36.303238,38.0,37.168724,37.0,36.906647,37.0,37.058872,35.0,34.587173,35.0,35.007233,35.0,33.24484,35.0,33.443645,35.0,32.85849,35.0,33.33254,35.0,33.124344,35.0,32.5422,35.0,32.538845,35.0,33.28944,35.0,33.433105,35.0,33.79131,43.0,43.420166,33.0,31.673243
max_orig.bench,159.51976,161.0,0.9194036014378071,287.0,287.58063,234.0,230.88608,234.0,230.00446,234.0,229.30951,227.0,224.01823,227.0,226.15509,227.0,224.60028,194.0,192.3176,194.0,193.26906,194.0,191.40866,194.0,190.49722,185.0,180.51584,185.0,182.85281,185.0,180.82193,177.0,175.8045,177.0,175.99625,177.0,174.29648,161.0,159.51976
max_orig.bench,159.0335,171.0,6.997957080602646,234.0,227.53616,234.0,227.72969,234.0,228.61812,234.0,229.58592,227.0,223.971,227.0,226.81708,221.0,221.92981,192.0,188.77974,192.0,189.80188,192.0,188.64827,192.0,188.27795,182.0,178.84274,182.0,178.67581,182.0,176.52393,178.0,173.30066,178.0,174.31015,178.0,172.32748,171.0,159.0335
tv80_orig.bench,47.810513,50.0,4.378974810242653,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075294,52.0,50.75347,52.0,50.288376,52.0,50.384163,52.0,50.28341,52.0,50.339386,52.0,50.615456,52.0,50.22298,52.0,50.34706,52.0,50.187035,52.0,50.324936,52.0,50.608215,52.0,50.556877,52.0,50.087093,50.0,47.810513
max_orig.bench,175.4739,185.0,5.1492393016815186,287.0,291.44705,287.0,290.96228,287.0,291.36285,287.0,288.37943,243.0,230.58603,243.0,228.58395,222.0,224.5369,204.0,200.23386,204.0,199.75214,204.0,199.60213,204.0,197.49313,200.0,194.39792,200.0,194.47955,200.0,192.96748,194.0,188.4422,194.0,188.55855,194.0,187.45526,185.0,175.4739
max_orig.bench,169.45549,185.0,8.402437716722488,287.0,290.487,234.0,229.23572,234.0,229.52634,234.0,228.47733,234.0,227.82523,234.0,227.02815,234.0,227.29083,210.0,200.02405,210.0,199.40298,210.0,198.07185,293.0,296.8218,205.0,198.90228,205.0,197.23193,205.0,196.16418,196.0,189.68073,196.0,188.88593,196.0,188.78539,185.0,169.45549
max_orig.bench,166.487,184.0,9.517934918403625,287.0,295.79312,234.0,231.02144,234.0,229.24615,234.0,229.52158,234.0,227.91727,234.0,230.02951,234.0,226.23587,202.0,196.32233,202.0,196.85217,202.0,196.25484,295.0,295.51953,199.0,193.70297,199.0,194.8418,199.0,193.21588,199.0,189.11105,199.0,185.41374,199.0,185.1203,184.0,166.487
tv80_orig.bench,54.65026,53.0,3.1136998906731606,53.0,52.486443,53.0,51.7369,53.0,52.047577,53.0,51.876774,53.0,52.01744,53.0,52.003746,53.0,52.083237,53.0,53.018486,53.0,52.540703,53.0,52.2614,61.0,62.524582,61.0,62.58746,61.0,61.671917,61.0,61.49,61.0,61.23088,61.0,60.32332,62.0,64.53517,53.0,54.65026
aes_secworks_orig.bench,31.523079,33.0,4.475518316030502,38.0,37.159454,35.0,33.732563,35.0,34.4617,35.0,34.0002,35.0,33.211597,35.0,33.807167,35.0,33.548077,35.0,33.399384,35.0,33.553154,35.0,33.51652,35.0,32.790356,35.0,33.1416,35.0,32.891052,35.0,33.51454,35.0,33.66736,35.0,33.036568,42.0,42.49099,33.0,31.523079
max_orig.bench,160.5133,167.0,3.884248062968254,287.0,292.1749,234.0,230.02393,234.0,228.92717,234.0,229.31868,227.0,223.70404,227.0,226.21165,227.0,224.06676,194.0,192.35587,194.0,192.97379,194.0,191.66626,194.0,191.65097,185.0,183.08652,185.0,183.35817,185.0,182.15698,176.0,177.31583,176.0,177.45161,176.0,176.62982,167.0,160.5133
tv80_orig.bench,47.662704,50.0,4.67459112405777,53.0,51.782917,53.0,51.825382,53.0,51.66242,52.0,51.648144,52.0,51.73449,52.0,51.49751,52.0,51.45469,52.0,51.47928,52.0,51.63233,52.0,51.53382,52.0,51.34157,52.0,51.07905,52.0,50.982964,52.0,51.143898,52.0,51.01036,52.0,50.595657,52.0,50.801674,50.0,47.662704
aes_secworks_orig.bench,31.661142,33.0,4.057144373655319,38.0,37.065315,37.0,35.89511,37.0,36.24604,37.0,35.329056,35.0,33.186947,35.0,33.515244,35.0,33.283554,35.0,33.253937,35.0,33.659676,35.0,33.55894,35.0,33.29579,35.0,33.092583,35.0,32.32398,35.0,33.658875,35.0,33.811245,35.0,33.6951,43.0,41.756294,33.0,31.661142
tv80_orig.bench,55.894394,57.0,1.9396597519516945,53.0,52.919945,53.0,52.62816,53.0,52.458466,53.0,51.359352,53.0,51.439247,53.0,51.479618,54.0,54.76423,54.0,55.19571,54.0,55.289597,54.0,53.5459,63.0,64.25201,63.0,63.516277,63.0,62.368004,63.0,62.012203,64.0,63.30119,64.0,61.916515,67.0,66.47965,57.0,55.894394
max_orig.bench,165.68448,171.0,3.108491934835911,234.0,227.53616,234.0,227.99026,234.0,228.97012,234.0,229.45026,227.0,223.38101,227.0,226.21677,221.0,220.5904,192.0,188.90442,192.0,189.5989,192.0,188.50928,192.0,188.22179,192.0,188.42245,192.0,185.51492,192.0,183.98672,183.0,182.05505,183.0,181.03104,183.0,181.25998,171.0,165.68448
max_orig.bench,170.31747,174.0,2.11639404296875,287.0,292.84256,234.0,231.19029,234.0,230.06004,234.0,229.10841,234.0,228.64296,234.0,229.14937,234.0,226.86052,234.0,226.27734,234.0,224.32431,234.0,225.94412,299.0,300.17493,204.0,199.8425,204.0,199.52217,204.0,197.69699,191.0,191.16614,191.0,190.33997,188.0,186.91718,174.0,170.31747
aes_secworks_orig.bench,31.034466,33.0,5.956164374947548,38.0,37.159454,35.0,33.732563,35.0,34.4617,35.0,33.553864,35.0,33.47427,35.0,33.757206,35.0,33.702545,35.0,33.717506,35.0,33.64064,35.0,33.615555,35.0,33.517918,35.0,32.509567,35.0,32.980118,35.0,33.359436,35.0,33.435257,35.0,32.961597,43.0,42.737175,33.0,31.034466
tv80_orig.bench,47.707523,51.0,6.455836445093155,53.0,51.09906,53.0,51.34449,53.0,51.417023,53.0,51.10478,53.0,50.74493,53.0,50.40683,53.0,50.296906,53.0,50.436405,53.0,50.72345,53.0,50.663933,53.0,50.152935,53.0,50.009132,53.0,50.24954,53.0,50.28157,53.0,50.380463,53.0,50.116085,53.0,49.989525,51.0,47.707523
max_orig.bench,157.91003,159.0,0.685513112694025,234.0,227.53616,234.0,227.87819,234.0,228.1995,234.0,229.445,227.0,223.5026,227.0,226.30074,221.0,220.69498,192.0,188.30614,192.0,189.63963,192.0,187.27419,192.0,187.84634,182.0,177.19868,182.0,178.33061,182.0,177.10939,173.0,172.38506,173.0,173.69943,173.0,169.21317,159.0,157.91003
tv80_orig.bench,49.4709,51.0,2.9982322826981544,53.0,52.486443,53.0,51.602745,53.0,50.725224,53.0,51.082603,53.0,51.3423,53.0,51.334167,53.0,51.462807,53.0,51.50718,53.0,51.251877,53.0,51.04165,53.0,50.891396,53.0,50.749928,53.0,51.28378,53.0,51.37858,53.0,51.875237,53.0,51.473793,53.0,50.463585,51.0,49.4709
max_orig.bench,162.42027,174.0,6.655015796422958,287.0,290.7755,234.0,230.55028,234.0,229.59283,234.0,229.03401,234.0,227.31995,234.0,228.7265,234.0,227.07294,202.0,196.66833,202.0,197.24783,202.0,196.67136,202.0,195.48947,188.0,186.37445,188.0,190.9381,188.0,188.91037,184.0,178.95866,184.0,180.03516,184.0,178.87825,174.0,162.42027
max_orig.bench,168.88199,173.0,2.3803533986210823,234.0,227.53616,234.0,225.45142,234.0,226.19577,234.0,226.64392,227.0,221.61397,227.0,223.21144,221.0,219.00745,192.0,187.79172,192.0,188.43918,192.0,185.46375,192.0,187.4354,182.0,178.15549,182.0,178.288,182.0,176.67514,173.0,172.06175,173.0,173.21252,173.0,171.18777,173.0,168.88199
aes_secworks_orig.bench,31.659258,34.0,6.884535402059555,41.0,37.77684,38.0,37.154823,37.0,35.52532,35.0,33.658398,35.0,34.24389,35.0,34.437824,35.0,33.600822,35.0,34.024963,35.0,33.51056,35.0,33.652283,35.0,33.469063,35.0,33.96969,35.0,33.215942,35.0,33.716873,41.0,39.123886,40.0,36.60882,46.0,44.658176,34.0,31.659258
tv80_orig.bench,48.1202,51.0,5.646664649248123,53.0,51.09906,53.0,51.34449,53.0,51.20999,53.0,51.04174,53.0,50.7012,52.0,50.47374,52.0,50.496826,52.0,50.6716,52.0,50.308514,52.0,50.769245,52.0,50.309105,52.0,50.405563,52.0,50.21196,52.0,50.129246,52.0,50.757107,52.0,50.287575,52.0,50.34734,51.0,48.1202
max_orig.bench,191.14429,193.0,0.9615092538297176,287.0,294.55667,234.0,230.8887,234.0,229.47736,234.0,229.17238,234.0,228.41403,234.0,229.30437,234.0,227.54126,202.0,197.31848,202.0,198.23741,202.0,197.91849,292.0,296.69513,292.0,292.46695,292.0,289.96408,292.0,285.4103,243.0,224.9914,243.0,235.23453,237.0,227.97462,193.0,191.14429
max_orig.bench,165.32971,171.0,3.315958008170128,287.0,292.56857,234.0,230.58273,234.0,228.84415,234.0,228.19603,231.0,224.7844,231.0,227.05629,231.0,225.08232,200.0,196.46597,200.0,196.75232,200.0,195.09007,200.0,194.58414,193.0,190.89474,193.0,192.65033,193.0,190.95247,183.0,181.74908,183.0,181.7327,183.0,181.13179,171.0,165.32971
aes_secworks_orig.bench,31.603027,34.0,7.049919664859772,38.0,37.265015,37.0,36.81411,37.0,35.55517,35.0,33.653564,35.0,33.327045,35.0,33.913513,35.0,33.70342,35.0,32.902752,35.0,33.1624,35.0,33.630722,35.0,33.184723,35.0,33.41808,35.0,33.236877,35.0,33.661377,41.0,38.27609,40.0,38.093452,44.0,44.236855,34.0,31.603027
tv80_orig.bench,63.359974,65.0,2.5231171399354935,53.0,52.486443,53.0,51.736904,53.0,51.88459,53.0,51.660484,53.0,51.872475,53.0,51.847603,53.0,51.997307,53.0,52.8636,53.0,52.929375,53.0,52.141502,63.0,62.405655,63.0,63.712772,63.0,63.126015,63.0,61.64001,64.0,62.86776,64.0,63.83957,65.0,64.86472,65.0,63.359974
aes_secworks_orig.bench,31.468548,33.0,4.640763998031616,38.0,36.51134,35.0,33.81618,35.0,34.845966,35.0,33.725105,35.0,33.07439,35.0,33.02849,35.0,33.882484,35.0,33.1158,35.0,33.913353,35.0,33.411125,35.0,33.332256,35.0,33.46257,35.0,33.50951,35.0,33.16892,35.0,33.48626,35.0,33.24227,43.0,41.94745,33.0,31.468548
tv80_orig.bench,54.55773,54.0,1.0328363627195358,53.0,52.486443,53.0,51.736904,53.0,52.047577,53.0,51.876774,53.0,51.970818,53.0,51.85223,53.0,52.0075,53.0,52.986343,53.0,51.997368,53.0,52.87681,62.0,62.733322,62.0,61.437298,62.0,61.184845,62.0,60.30497,62.0,60.337242,62.0,60.71944,63.0,64.33745,54.0,54.55773
max_orig.bench,158.26883,164.0,3.494616225361824,234.0,227.53616,234.0,227.72969,234.0,228.61812,234.0,229.58592,234.0,227.3644,234.0,228.88312,216.0,222.21646,188.0,188.82239,188.0,190.07336,188.0,188.74936,188.0,188.3783,179.0,178.6939,179.0,179.05057,179.0,177.64307,174.0,172.08331,174.0,174.28748,174.0,171.77588,164.0,158.26883
aes_secworks_orig.bench,33.01716,33.0,0.051995477406308055,38.0,35.959606,37.0,36.01183,37.0,36.08204,37.0,35.731968,37.0,35.432373,37.0,35.282516,37.0,34.849545,37.0,34.996788,37.0,34.750813,35.0,33.49066,35.0,34.1585,35.0,33.76114,35.0,34.41086,35.0,34.741943,40.0,38.810272,40.0,38.10195,46.0,44.422493,33.0,33.01716
tv80_orig.bench,54.28553,55.0,1.2990362010896206,53.0,52.919945,53.0,52.62816,53.0,52.458466,53.0,52.056076,53.0,52.18737,53.0,51.99394,54.0,52.80638,54.0,53.450237,54.0,53.246853,54.0,52.014267,62.0,62.93203,62.0,62.07578,62.0,61.088097,62.0,60.664898,62.0,62.201138,62.0,60.36666,66.0,65.07318,55.0,54.28553
max_orig.bench,188.75146,186.0,1.4792821370065212,287.0,292.56857,287.0,293.3085,287.0,293.36417,287.0,291.81754,287.0,292.91553,287.0,291.17648,287.0,291.96545,287.0,292.51965,287.0,290.7594,287.0,291.3895,306.0,308.76132,208.0,206.74847,208.0,206.33435,208.0,205.00922,201.0,199.80637,201.0,199.40508,201.0,199.44998,186.0,188.75146
tv80_orig.bench,49.49302,50.0,1.0139618068933487,53.0,52.486443,53.0,51.60275,53.0,51.934334,52.0,51.449333,52.0,51.629692,52.0,51.64793,52.0,51.771103,52.0,51.737133,52.0,51.628128,52.0,51.42012,52.0,51.214092,52.0,51.127502,52.0,51.092216,52.0,51.810368,52.0,51.370136,52.0,51.31887,52.0,51.196857,50.0,49.49302
max_orig.bench,159.27275,166.0,4.052559658885002,287.0,291.65994,234.0,230.48419,234.0,229.73688,234.0,229.35501,234.0,227.80556,234.0,228.59717,234.0,226.48523,201.0,193.35982,201.0,194.09143,201.0,192.23209,201.0,192.17993,183.0,179.72287,183.0,182.14352,183.0,180.71487,177.0,174.78784,177.0,176.437,177.0,173.41754,166.0,159.27275
aes_secworks_orig.bench,33.486244,35.0,4.325016587972641,38.0,35.959606,37.0,36.01183,37.0,35.501575,37.0,35.776203,37.0,35.35215,37.0,35.199287,37.0,34.57249,37.0,34.569443,37.0,34.57094,35.0,33.427784,35.0,34.08018,35.0,33.728138,35.0,33.879807,35.0,33.95697,40.0,37.7319,40.0,38.077877,40.0,36.063793,35.0,33.486244
max_orig.bench,162.10202,165.0,1.7563514411449432,287.0,293.81958,234.0,229.94624,234.0,228.91959,234.0,228.17938,227.0,223.60641,227.0,224.93597,227.0,224.02138,194.0,192.74284,194.0,193.78587,194.0,192.31648,194.0,191.76219,179.0,180.29306,179.0,183.60341,179.0,181.5473,176.0,177.81277,176.0,177.57394,176.0,172.25883,165.0,162.10202
aes_secworks_orig.bench,31.520542,33.0,4.4832054525613785,38.0,35.959606,38.0,35.845036,35.0,34.410103,35.0,34.93387,35.0,34.402054,35.0,33.73687,35.0,33.41146,35.0,33.475037,35.0,33.41146,35.0,33.936203,35.0,33.40605,35.0,33.044613,35.0,33.290344,35.0,33.729584,35.0,33.831543,35.0,34.198437,43.0,41.67846,33.0,31.520542
max_orig.bench,201.95192,204.0,1.0039609856903553,287.0,291.39456,287.0,292.83078,287.0,292.97644,287.0,293.62732,287.0,293.68484,287.0,293.4374,229.0,222.84477,229.0,223.23148,214.0,216.9194,214.0,219.4621,214.0,220.78899,214.0,223.48149,210.0,211.3917,210.0,210.17642,206.0,207.2314,206.0,208.0166,206.0,204.50537,204.0,201.95192
