design,recipe,nodes,levels,iterations
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 14 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1113,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rs -K 4 -N 2;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 14 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1110,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;rs -K 4 -N 1;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 14 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1112,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;rs -K 6 -N 3;rs -K 14 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1115,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1113,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rs -K 16;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1105,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rs -K 8 -N 2;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1095,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rs -K 16 -N 1;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1105,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;rs -K 6 -N 3;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1121,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rw;rfz;rwz;rs -K 16 -N 3;b",1105,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1170,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1170,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 3;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1149,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 3;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rw;rfz;rwz;rs -K 16 -N 3;b",1147,13,0
apex1_orig.bench,"rs -K 8 -N 3;rfz;rs -K 8 -N 3;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1128,12,0
apex1_orig.bench,"rs -K 8 -N 3;rfz;rs -K 8 -N 3;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rs -K 12 -N 2;rwz;rs -K 16 -N 3;b",1131,12,0
apex1_orig.bench,"rs -K 8 -N 3;rfz;rs -K 8 -N 3;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rs -K 4 -N 3;rfz;rwz;rs -K 16 -N 3;b",1129,13,0
apex1_orig.bench,"rs -K 8 -N 3;rfz;rs -K 4 -N 2;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 1;rwz;rfz;rwz;rs -K 16 -N 3;b",1139,12,0
apex1_orig.bench,"rs -K 8 -N 3;rfz;rs -K 4 -N 2;rwz;rs -K 8 -N 1;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 16;rwz;rfz;rwz;rs -K 16 -N 3;b",1139,12,0
apex1_orig.bench,"rs -K 8 -N 3;rfz;rs -K 4 -N 2;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 16;rwz;rfz;rwz;rs -K 16 -N 3;b",1129,13,0
apex1_orig.bench,"rs -K 8 -N 3;rfz;rs -K 4 -N 2;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 16 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1119,13,0
apex1_orig.bench,"rf;rfz;rs -K 4 -N 2;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 16 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1149,12,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 16 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1152,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1157,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;rs -K 8 -N 1;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1166,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rs -K 16;rs -K 16 -N 3;b",1164,12,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 10 -N 1",1161,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 4 -N 1",1162,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1157,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2;rs -K 14;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1176,12,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;rs -K 10 -N 1;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1178,13,0
apex1_orig.bench,"rf;rs -K 16 -N 1;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1136,12,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1157,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;rf;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1164,12,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 8 -N 1",1162,13,0
apex1_orig.bench,"rf;rs -K 10 -N 2;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 4;rwz;rfz;rwz;rs -K 16 -N 3;b",1103,12,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 8 -N 3;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 8;rwz;rfz;rwz;rs -K 16 -N 3;b",1159,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 8;rwz;rfz;rwz;rs -K 16 -N 3;b",1171,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 8;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 4 -N 3",1175,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8 -N 3;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 8;rwz;rfz;rwz;rs -K 16 -N 3;b",1158,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8 -N 3;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 8;rwz;rfz;rf;rs -K 16 -N 3;b",1161,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8 -N 3;b;rwz;rs -K 4 -N 2; rwz -l;b;rwz;rwz;rfz;rwz;rs -K 16 -N 3;b",1158,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8 -N 3;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 8;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 16 -N 2",1165,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8 -N 3;b;rwz;rs -K 4 -N 2; rwz -l;b;rf;rwz;rfz;rwz;rs -K 16 -N 3;b",1162,13,0
apex1_orig.bench,"rf;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8 -N 3;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1154,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 8 -N 3;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1093,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rs -K 10 -N 2;rs -K 8 -N 3;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1100,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1089,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rs -K 4 -N 1;rs -K 16 -N 2;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1094,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 4 -N 2;rfz;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1102,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 4 -N 2; rwz -l;rs -K 4 -N 3;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1100,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 4 -N 2; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 6 -N 3",1093,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 4 -N 2;rs -K 12;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1102,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1088,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rs -K 16 -N 2;rs -K 8 -N 3; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1094,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3; rwz -l;b;rs -K 10 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 8 -N 1",1092,13,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3; rwz -l;b;rs -K 10 -N 3;rs -K 16;rfz;rwz;rs -K 16 -N 3;b",1085,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3; rwz -l;b;rs -K 12 -N 2;rwz;rfz;rwz;rs -K 16 -N 3;b",1088,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rwz;b;rs -K 12 -N 2;rwz;rfz;rwz;rs -K 16 -N 3;b",1093,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rwz;rfz;rs -K 12 -N 2;rwz;rfz;rwz;rs -K 16 -N 3;b",1111,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rs -K 8 -N 3;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rwz;b;rs -K 12 -N 2;rwz;rfz;rwz;rs -K 16 -N 3;b",1104,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1092,12,0
apex1_orig.bench,"rs -K 14 -N 3;rs -K 16;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1087,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 14 -N 1",1098,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rs -K 10 -N 1;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1113,12,0
apex1_orig.bench,"rs -K 14 -N 3;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 10 -N 3",1098,12,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 8 -N 3;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1141,12,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 6 -N 3;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1140,12,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 14;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1145,12,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 14;rwz;b;rs -K 14;rwz;rfz;rs -K 14 -N 3;rs -K 16 -N 3;b",1153,12,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 14;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 16 -N 3",1147,12,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1140,12,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rs -K 16;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1170,13,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 16 -N 2;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;rs -K 10",1146,12,0
apex1_orig.bench,"rs -K 8 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1140,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1161,12,0
apex1_orig.bench,"rfz;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1161,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;rs -K 8 -N 3;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1161,12,0
apex1_orig.bench,"rs -K 16 -N 1;rs -K 16;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14;rwz;rfz;rwz;rs -K 16 -N 3;b",1146,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 8 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1159,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 8 -N 3;rwz;rfz;rs -K 8 -N 2;rs -K 16 -N 3;b",1158,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rs -K 14 -N 3;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 8 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1153,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 8 -N 3;rwz;rfz;rwz;rs -K 16 -N 3;b",1159,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 8 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1160,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 8 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;rs -K 10",1162,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;rf;rs -K 8 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1160,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1151,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rs -K 14 -N 1;rwz;rs -K 14 -N 3;b",1149,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rs -K 6 -N 2;rwz;rs -K 6 -N 1;rs -K 10 -N 1;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1142,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1156,12,0
apex1_orig.bench,"rs -K 16 -N 1;rs -K 14 -N 1;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 6 -N 1;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1133,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 6 -N 1;b;rs -K 16 -N 1;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1148,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 6 -N 1;rs -K 6 -N 1;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1154,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 10 -N 3;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1136,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rs -K 6 -N 2;rs -K 10 -N 3;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1152,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rs -K 6 -N 2;rs -K 10 -N 3;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1152,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 4 -N 3;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1153,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 4 -N 3;b;rs -K 4 -N 2;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1145,12,0
apex1_orig.bench,"rs -K 16 -N 1;rs -K 10 -N 3;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 4 -N 3;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1107,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 4 -N 3;b;rwz;rs -K 6 -N 2;rwz;rs -K 16;rs -K 14 -N 3;rwz;rfz;rwz;rs -K 14 -N 3;b",1171,12,0
apex1_orig.bench,"rs -K 16 -N 1;rfz;rs -K 8 -N 1;rwz;rfz;rwz;rs -K 4 -N 3;b;rwz;rs -K 6 -N 2;rwz;b;rs -K 14 -N 3;rwz;rs -K 10 -N 3;rwz;rs -K 14 -N 3;b",1157,12,0
